Battery_ID,Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
B01527,816,4.12,1.29,44.0,64.5,42.57,80.5
B01528,1708,4.08,1.31,36.3,95.6,33.87,62.31
B01529,48,3.65,4.36,31.6,30.6,50.24,97.69
B01530,130,3.47,4.14,35.2,32.0,49.61,95.23
B01531,1980,3.91,4.01,48.4,111.0,31.07,58.71
B01532,205,4.16,0.93,36.0,40.2,47.24,95.83
B01533,1452,3.53,4.41,29.3,88.9,35.06,71.2
B01534,1717,3.33,4.56,36.7,93.8,32.87,62.19
B01535,62,3.27,4.54,43.2,31.1,49.98,95.21
B01536,462,3.55,2.19,30.5,43.8,44.5,90.84
B01537,1425,3.83,3.41,38.6,82.8,36.37,69.52
B01538,1695,3.64,1.5,36.0,94.5,32.68,64.66
B01539,957,3.51,4.31,44.0,65.2,40.0,76.69
B01540,191,3.48,3.61,33.8,35.7,47.72,95.91
B01541,1724,3.89,2.47,46.7,99.4,31.85,62.0
B01542,1469,3.81,4.71,25.4,87.4,34.44,68.91
B01543,195,3.73,3.47,33.8,35.1,48.74,93.48
B01544,1464,3.59,0.56,28.7,87.5,34.58,69.93
B01545,406,3.53,3.76,41.2,47.1,46.39,90.96
B01546,416,3.78,2.51,43.6,46.4,46.24,87.53
B01547,129,4.18,0.63,42.2,34.7,49.04,93.75
B01548,493,3.62,0.88,28.8,51.2,44.62,87.67
B01549,470,3.95,1.21,43.9,49.3,44.37,89.1
B01550,1619,4.04,4.24,21.9,97.1,33.31,68.75
B01551,642,3.44,2.66,42.0,59.6,42.85,83.71
B01552,48,3.78,4.52,20.8,32.3,50.36,100.0
B01553,1954,3.76,2.68,46.1,108.9,30.21,57.83
B01554,805,3.97,1.33,40.8,62.2,42.48,81.28
B01555,1794,3.28,1.54,32.4,103.1,32.4,62.89
B01556,1972,3.84,4.81,43.1,105.0,30.58,57.65
B01557,867,3.48,2.53,20.7,68.9,41.46,85.18
B01558,101,3.45,3.38,26.4,29.2,49.03,97.31
B01559,1646,3.3,1.01,26.3,91.9,32.93,68.87
B01560,515,3.36,1.35,27.2,51.8,45.37,88.58
B01561,1614,3.96,0.56,39.7,90.0,33.2,63.75
B01562,639,3.95,0.58,29.3,50.8,42.7,86.93
B01563,1751,3.22,1.78,27.8,100.3,32.7,65.59
B01564,1526,3.23,2.86,47.8,92.1,34.58,67.59
B01565,1318,3.39,1.89,31.5,78.9,35.91,71.85
B01566,96,3.7,1.2,26.4,32.6,48.07,98.85
B01567,1404,4.15,3.75,33.9,89.9,35.41,72.25
B01568,101,3.84,2.77,29.8,29.5,48.58,97.81
B01569,1616,4.07,1.04,23.6,91.0,33.61,66.63
B01570,915,3.64,2.65,21.6,71.1,41.14,84.04
B01571,1597,3.72,1.03,23.8,98.1,34.16,69.01
B01572,1472,3.59,1.84,48.1,92.0,35.91,67.83
B01573,1349,3.41,4.74,21.1,88.4,35.66,72.17
B01574,1884,3.83,4.2,43.5,103.2,31.6,58.54
B01575,1122,3.99,4.4,28.0,70.8,38.48,76.82
B01576,1535,4.19,3.87,34.5,88.1,34.04,68.52
B01577,984,3.84,4.28,28.6,69.1,40.21,80.38
B01578,669,3.96,1.0,20.5,52.9,42.64,86.3
B01579,712,3.94,3.37,20.9,56.9,43.14,84.45
B01580,839,3.55,4.67,39.1,64.0,41.4,82.32
B01581,636,4.17,2.07,39.3,55.5,44.52,85.25
B01582,487,4.07,4.86,37.0,46.2,45.86,88.94
B01583,871,3.97,0.59,45.1,62.5,41.59,81.42
B01584,1622,3.99,4.78,29.8,96.5,33.58,65.74
B01585,842,3.39,4.84,45.4,67.8,41.66,78.67
B01586,582,4.02,4.04,49.4,57.7,44.79,84.91
B01587,1792,3.93,3.14,38.4,100.8,32.69,62.16
B01588,1159,3.39,2.1,26.7,73.6,37.6,77.4
B01589,190,3.67,1.17,31.4,34.6,47.23,95.68
B01590,591,3.77,1.11,44.2,48.8,43.74,85.2
B01591,1615,3.41,4.45,49.9,91.7,34.15,62.44
B01592,1343,3.4,1.87,45.0,80.4,36.53,70.85
B01593,1903,3.65,1.73,46.4,102.9,30.38,59.25
B01594,62,3.67,4.68,46.8,37.3,49.95,96.21
B01595,492,3.62,0.67,31.3,49.4,45.32,89.94
B01596,1568,3.34,2.99,22.2,88.8,33.76,67.11
B01597,1428,3.66,3.4,40.1,82.2,34.98,70.07
B01598,1545,3.28,0.64,31.3,96.1,34.5,66.48
B01599,1870,4.01,3.49,30.9,106.0,31.76,63.65
B01600,1306,3.81,0.54,36.4,86.3,36.55,71.9
B01601,1002,3.23,4.95,44.4,70.0,39.94,76.91
B01602,1260,3.9,1.72,36.5,78.0,37.18,72.74
B01603,528,3.25,1.47,36.8,53.5,43.79,86.14
B01604,149,3.97,1.87,25.9,40.9,47.81,97.79
B01605,488,4.0,3.87,21.3,52.6,45.85,88.91
B01606,448,3.28,1.58,47.1,48.8,45.52,87.58
B01607,1386,3.4,1.37,29.9,85.7,35.99,71.05
B01608,1291,3.34,0.88,48.0,80.8,36.43,70.1
B01609,19,3.46,1.81,28.8,29.3,50.27,100.0
B01610,344,3.36,0.52,20.3,47.9,46.41,92.58
B01611,392,3.84,1.15,24.4,47.6,45.8,91.91
B01612,520,3.56,1.42,25.9,53.9,45.75,88.24
B01613,1641,3.99,2.25,49.7,100.2,32.86,62.69
B01614,1572,3.33,4.72,24.5,93.8,34.3,70.33
B01615,777,4.07,3.66,44.3,65.9,42.18,83.3
B01616,1405,4.19,3.52,41.6,84.1,35.15,70.3
B01617,76,3.82,1.94,20.3,36.6,49.49,98.98
B01618,1104,3.62,1.79,48.9,74.5,38.86,74.36
B01619,265,4.15,4.37,36.4,41.7,46.68,91.19
B01620,814,3.37,1.17,20.1,58.8,42.33,82.83
B01621,1365,3.62,3.92,29.4,87.3,36.82,72.99
B01622,236,3.87,1.89,35.9,39.0,48.01,93.48
B01623,378,3.83,0.51,47.2,47.7,46.06,90.26
B01624,775,4.16,4.8,26.4,58.7,41.32,85.77
B01625,82,3.34,3.73,46.7,31.2,48.64,93.8
B01626,648,3.39,3.16,42.6,54.9,44.03,83.73
B01627,72,3.37,4.08,46.8,29.9,48.56,95.41
B01628,1613,3.89,2.91,43.5,95.7,33.72,63.27
B01629,904,3.4,1.17,48.4,64.7,41.56,79.23
B01630,1237,3.5,4.17,29.1,82.6,37.05,72.76
B01631,297,4.16,1.39,39.7,39.9,46.95,92.54
B01632,62,3.25,3.01,48.4,34.0,48.56,94.05
B01633,849,3.57,3.61,23.5,67.9,41.93,83.08
B01634,373,3.7,0.75,49.8,47.0,46.66,87.16
B01635,437,3.26,3.13,29.2,51.2,45.39,92.47
B01636,121,3.24,0.67,29.5,35.2,48.11,96.13
B01637,242,3.71,1.89,21.8,44.5,47.08,96.8
B01638,739,3.82,3.86,27.4,64.2,42.74,83.38
B01639,499,4.01,2.12,44.7,48.9,45.75,86.19
B01640,639,4.1,1.24,20.7,55.6,44.58,88.43
B01641,904,3.98,2.04,32.4,69.5,40.26,80.17
B01642,1432,3.27,2.06,33.0,91.5,35.68,71.69
B01643,1233,3.6,1.06,32.9,74.7,38.19,75.63
B01644,696,3.24,0.87,32.4,56.6,43.88,85.93
B01645,700,3.99,4.98,49.5,59.3,42.05,82.14
B01646,278,3.89,1.11,37.8,38.6,46.91,91.11
B01647,194,3.87,1.06,22.5,37.2,48.52,96.83
B01648,1990,3.76,1.16,31.4,113.9,29.31,59.26
B01649,1376,3.72,3.64,26.7,85.8,36.96,70.31
B01650,331,3.27,1.55,41.0,39.4,46.09,89.63
B01651,358,3.67,1.33,47.4,44.3,45.84,90.44
B01652,1577,3.48,1.92,39.6,94.7,34.85,67.64
B01653,134,3.44,3.72,48.7,33.5,48.31,94.67
B01654,402,4.06,0.79,21.3,44.2,46.13,93.91
B01655,1391,3.46,2.89,49.6,86.1,35.54,69.54
B01656,1333,3.42,3.08,29.0,79.6,35.91,72.85
B01657,1419,4.0,3.52,29.9,85.4,35.07,70.4
B01658,694,4.04,0.51,44.0,58.2,42.66,84.37
B01659,245,3.64,4.01,25.6,39.3,48.1,96.43
B01660,1819,3.37,3.15,49.3,100.2,31.66,61.87
B01661,1414,3.88,3.16,32.8,82.2,35.82,69.11
B01662,597,4.08,0.69,39.4,48.9,43.83,85.09
B01663,851,3.75,1.13,43.4,62.5,41.29,81.98
B01664,28,3.23,4.57,38.9,30.1,49.32,99.18
B01665,1558,3.48,2.61,41.9,97.1,33.77,64.93
B01666,603,3.62,4.71,24.3,53.2,44.4,88.87
B01667,1283,3.74,4.65,44.1,82.1,37.58,69.67
B01668,1459,3.93,2.43,39.8,89.7,35.03,70.3
B01669,1623,3.93,2.42,26.0,96.0,33.47,67.83
B01670,673,3.87,0.99,28.0,52.3,44.26,87.07
B01671,1351,3.98,3.71,26.1,86.9,35.85,73.87
B01672,1514,3.35,3.25,43.7,87.9,35.69,67.88
B01673,209,3.25,3.17,47.5,41.0,48.37,92.32
B01674,9,3.23,3.57,30.5,25.4,50.59,99.2
B01675,590,3.54,3.73,45.6,56.7,43.23,86.45
B01676,931,3.91,3.55,47.6,65.8,40.22,79.96
B01677,388,3.8,3.67,31.3,44.1,47.07,90.83
B01678,1557,3.77,4.46,46.9,90.5,34.11,66.2
B01679,587,3.83,3.71,45.6,55.4,44.22,86.65
B01680,191,4.02,0.89,39.0,42.0,48.26,92.31
B01681,52,4.02,2.08,35.7,30.5,50.21,96.24
B01682,1062,3.79,0.58,33.1,75.7,39.1,77.24
B01683,434,3.22,3.36,29.4,48.8,45.31,89.17
B01684,1200,3.21,1.51,37.4,77.3,38.01,72.28
B01685,1061,3.83,2.5,40.5,74.8,40.19,78.27
B01686,1882,3.79,4.34,30.1,101.6,30.81,59.69
B01687,874,3.39,4.07,24.6,64.3,41.01,82.32
B01688,148,3.45,3.3,30.8,39.9,49.13,95.47
B01689,1095,3.44,2.77,42.1,70.0,38.43,75.7
B01690,989,3.28,1.03,46.9,68.5,40.25,76.24
B01691,1227,3.38,4.36,47.4,75.3,36.76,73.71
B01692,786,3.28,4.04,39.4,57.5,42.13,81.25
B01693,834,3.31,4.51,39.8,62.0,42.16,80.11
B01694,714,4.13,0.83,25.8,63.1,42.5,85.76
B01695,845,4.17,4.01,42.1,65.2,41.34,82.47
B01696,1888,4.18,2.35,43.9,109.6,30.51,58.15
B01697,468,4.02,4.25,22.6,45.3,44.8,90.95
B01698,459,3.58,4.24,46.1,50.9,45.02,86.34
B01699,871,3.64,1.52,30.6,64.9,42.1,80.41
B01700,1358,3.27,1.73,36.4,81.1,35.57,71.49
B01701,1043,3.77,3.33,36.0,76.6,39.49,77.23
B01702,641,3.76,1.37,41.9,55.7,42.73,85.36
B01703,1706,3.53,2.43,22.4,94.7,33.74,68.22
B01704,345,3.72,0.8,27.1,42.9,46.8,91.31
B01705,541,3.2,2.58,34.8,52.2,44.05,85.83
B01706,556,3.61,4.88,47.6,54.7,43.99,87.12
B01707,988,3.48,3.6,47.0,70.8,39.23,75.68
B01708,1879,3.43,4.44,33.6,103.1,30.37,60.55
B01709,1648,3.82,2.91,49.7,92.6,33.18,63.0
B01710,153,3.27,3.41,48.0,32.0,49.43,93.66
B01711,938,3.78,2.41,41.3,71.0,40.66,78.69
B01712,1484,3.56,1.87,24.7,86.1,34.83,71.74
B01713,1067,3.71,0.62,37.0,75.5,39.24,77.42
B01714,432,3.71,3.78,25.6,43.1,45.89,92.47
B01715,353,3.48,4.64,48.5,39.7,46.19,90.01
B01716,1090,3.79,4.42,22.4,76.4,38.87,77.17
B01717,65,3.34,4.81,28.9,33.2,49.88,99.91
B01718,1548,3.31,2.12,23.3,89.4,34.0,71.09
B01719,1945,4.2,3.67,28.4,106.6,30.52,62.22
B01720,665,3.92,0.78,20.3,53.0,42.72,86.94
B01721,1072,3.45,3.46,27.4,71.5,39.76,78.26
B01722,745,4.02,4.25,45.5,63.8,42.8,81.92
B01723,403,4.05,2.97,33.3,43.9,46.62,90.94
B01724,51,3.26,1.38,46.6,29.4,49.73,95.26
B01725,1317,3.93,4.19,28.9,79.0,37.05,71.45
B01726,859,4.11,2.75,32.9,69.0,40.76,81.85
B01727,805,3.6,4.86,41.5,63.7,42.49,83.06
B01728,1723,4.18,2.58,37.0,95.0,32.25,64.54
B01729,253,4.11,4.29,39.4,43.8,47.9,91.06
B01730,448,3.55,3.93,26.9,49.2,46.49,91.9
B01731,1067,3.91,1.2,32.8,77.6,40.31,78.55
B01732,1737,3.56,1.32,22.6,98.6,32.5,66.15
B01733,1630,3.21,1.03,20.8,96.1,33.83,66.14
B01734,1530,3.28,0.55,32.3,87.6,35.52,69.5
B01735,149,3.93,4.4,36.7,38.8,49.15,94.61
B01736,690,3.86,1.42,35.2,53.7,43.22,85.82
B01737,1009,4.04,1.33,43.3,65.8,40.25,75.73
B01738,412,3.48,3.38,37.4,50.4,46.6,88.31
B01739,1505,3.82,3.98,27.1,95.0,34.68,70.67
B01740,770,3.37,4.15,46.6,58.2,41.62,79.85
B01741,751,3.55,4.48,24.4,60.4,42.49,86.72
B01742,363,3.53,4.01,34.2,48.1,45.64,92.11
B01743,1603,3.73,2.88,30.2,97.9,34.28,69.09
B01744,1002,3.49,4.33,30.9,65.9,40.12,80.55
B01745,1510,3.48,1.9,22.0,90.0,35.15,69.32
B01746,1707,3.4,0.85,48.2,96.5,32.09,62.92
B01747,1973,3.83,1.37,33.3,103.9,29.99,58.6
B01748,1427,3.89,4.78,24.7,88.2,36.14,72.98
B01749,1244,3.52,2.38,25.5,82.7,38.28,76.39
B01750,1543,4.13,1.93,36.8,88.7,33.67,68.71
B01751,102,4.03,4.9,20.7,33.4,48.34,98.01
B01752,25,3.23,3.23,49.2,32.1,50.13,96.2
B01753,1864,3.4,4.5,43.2,100.4,31.6,59.64
B01754,1881,3.8,4.07,48.7,105.3,31.83,58.84
B01755,537,3.35,1.11,27.2,49.1,44.56,90.58
B01756,1454,4.05,1.14,31.1,90.2,35.76,69.39
B01757,103,3.81,2.68,27.9,33.7,49.73,97.26
B01758,1565,3.75,4.84,44.7,96.1,34.91,65.61
B01759,764,4.14,0.66,28.4,57.1,41.37,82.23
B01760,671,3.57,4.04,46.3,52.2,43.02,83.58
B01761,1162,3.97,4.34,40.8,79.9,38.66,75.5
B01762,1033,3.89,1.76,21.6,66.8,39.79,79.04
B01763,1592,3.47,2.88,33.2,98.3,33.16,66.66
B01764,1838,3.88,3.62,44.4,99.4,31.16,61.47
B01765,1393,3.21,0.52,20.4,85.3,36.95,71.23
B01766,1339,3.98,4.91,41.6,82.4,36.43,69.9
B01767,305,3.74,4.24,38.6,38.1,46.37,92.36
B01768,619,4.12,3.76,24.2,57.0,43.84,88.79
B01769,120,4.14,1.28,39.1,33.1,49.06,96.75
B01770,762,3.83,3.06,21.3,59.7,41.79,85.32
B01771,877,3.76,3.69,29.1,61.1,41.55,83.22
B01772,1082,3.54,3.24,47.8,77.6,38.46,73.43
B01773,510,3.92,1.49,26.1,46.9,44.08,87.84
B01774,504,3.31,3.42,22.4,51.8,43.97,90.77
B01775,1653,3.82,1.06,26.2,91.4,34.01,65.15
B01776,1365,3.34,3.71,34.5,88.0,36.99,73.06
B01777,1786,3.25,2.65,26.6,101.3,31.69,63.38
B01778,929,3.81,0.63,42.3,64.0,40.09,77.54
B01779,1320,3.46,2.5,48.0,87.2,37.39,70.29
B01780,1508,3.2,3.34,28.7,94.1,35.8,70.19
B01781,318,3.85,1.89,27.6,43.5,45.95,93.7
B01782,1131,3.23,2.49,39.7,77.2,38.75,75.95
B01783,9,3.51,3.84,37.0,28.3,50.85,98.36
B01784,1082,3.58,3.06,27.4,72.9,38.36,77.3
B01785,1947,3.93,2.71,23.3,108.5,30.18,60.49
B01786,67,3.33,3.29,31.7,29.8,49.37,98.82
B01787,353,3.81,1.47,46.5,42.6,45.99,88.42
B01788,1503,3.81,2.24,23.5,85.9,35.35,71.78
B01789,1810,3.46,0.73,21.6,101.7,32.04,62.87
B01790,523,4.14,2.71,38.8,52.0,43.98,88.76
B01791,1549,3.51,3.98,47.4,94.5,33.77,64.68
B01792,1569,3.28,5.0,30.0,93.9,35.06,68.67
B01793,817,3.97,1.37,38.8,58.6,42.35,80.34
B01794,263,3.99,0.89,37.6,43.3,47.41,92.63
B01795,247,4.16,3.16,39.6,40.6,46.95,94.02
B01796,1605,3.96,0.65,23.2,92.6,32.99,68.11
B01797,287,3.49,4.49,32.3,42.0,47.5,94.99
B01798,1945,4.03,3.46,24.7,104.1,31.22,60.14
B01799,933,3.86,3.3,29.2,71.9,41.63,78.84
B01800,105,3.7,1.77,34.4,30.2,49.65,97.42
B01801,1162,4.12,2.9,34.5,79.5,38.18,76.0
B01802,1126,3.37,4.64,31.7,79.7,38.05,75.27
B01803,1972,3.7,1.44,25.5,110.3,29.81,62.04
B01804,334,3.22,0.55,25.7,38.9,46.96,93.17
B01805,1113,3.3,4.18,39.5,74.3,39.43,76.01
B01806,492,3.6,3.75,32.2,47.3,44.28,90.91
B01807,1021,3.6,4.07,37.5,68.4,39.74,79.32
B01808,755,3.41,2.18,24.8,57.0,42.36,83.44
B01809,882,3.61,1.34,46.7,63.9,41.68,80.61
B01810,385,3.57,4.05,29.4,44.0,45.6,90.54
B01811,474,3.95,2.52,31.5,53.0,44.44,89.0
B01812,339,3.91,4.5,39.1,45.1,47.45,91.53
B01813,1415,4.04,1.58,22.3,82.1,36.58,73.65
B01814,108,3.55,1.22,45.7,30.8,49.64,95.53
B01815,822,3.61,1.03,35.4,62.3,41.85,81.26
B01816,664,4.18,3.76,32.8,61.4,43.03,84.98
B01817,240,3.81,4.85,20.4,43.9,47.62,94.81
B01818,1041,3.24,0.97,22.0,72.6,38.96,80.19
B01819,1134,4.16,2.93,40.7,71.7,38.49,75.5
B01820,1382,3.97,4.5,39.5,89.5,37.03,69.95
B01821,658,3.34,0.94,23.5,57.0,43.22,86.35
B01822,1889,3.89,2.56,28.0,102.8,31.53,62.14
B01823,1788,3.33,3.01,21.2,100.4,31.62,62.96
B01824,1612,3.83,2.79,39.0,99.2,32.94,64.15
B01825,1571,4.03,0.54,28.0,96.6,34.96,69.12
B01826,1570,3.73,1.63,46.3,93.6,35.24,65.71
B01827,379,3.74,2.37,45.7,43.7,45.69,90.67
B01828,24,3.32,3.98,42.1,26.8,49.4,95.91
B01829,494,3.77,3.5,47.1,52.6,44.55,87.05
B01830,1923,3.25,1.12,41.5,111.6,30.98,58.9
B01831,1647,3.54,1.84,46.9,95.0,32.98,64.04
B01832,1807,3.81,2.96,41.2,101.9,31.13,59.78
B01833,533,3.77,3.67,39.3,46.4,44.01,88.59
B01834,527,3.83,1.52,32.3,53.2,45.7,87.9
B01835,940,3.57,2.52,49.0,63.5,39.74,78.05
B01836,1447,3.26,3.7,24.9,83.3,35.32,71.12
B01837,1842,3.73,4.0,41.9,107.7,31.03,61.49
B01838,106,3.22,3.36,22.3,35.4,49.46,98.38
B01839,773,3.83,2.76,25.0,56.0,42.82,84.3
B01840,505,3.31,4.87,43.2,47.7,45.84,87.21
B01841,230,3.88,2.09,46.6,42.3,47.34,94.09
B01842,160,4.13,3.01,34.3,33.1,47.41,94.77
B01843,148,4.06,3.62,48.6,40.8,47.97,92.89
B01844,1301,3.43,4.19,26.7,80.5,36.65,75.41
B01845,1457,3.76,2.95,48.0,84.8,36.07,65.73
B01846,1413,3.85,2.33,45.5,87.0,35.23,68.77
B01847,775,3.42,3.98,49.0,56.6,41.87,82.14
B01848,580,3.54,1.47,20.5,48.4,43.26,87.52
B01849,303,3.55,0.76,44.8,39.5,47.29,89.48
B01850,825,3.54,1.05,23.9,66.4,41.33,81.72
B01851,584,3.95,3.41,37.0,52.6,43.44,88.32
B01852,107,3.95,4.86,39.0,34.1,48.57,95.27
B01853,932,3.28,2.2,27.1,66.4,41.09,79.1
B01854,433,3.65,1.68,21.4,42.9,45.89,91.91
B01855,1360,3.85,1.37,42.4,85.9,36.29,69.36
B01856,1662,3.3,1.33,41.3,101.1,32.8,63.24
B01857,1263,3.61,3.13,49.7,76.4,36.72,71.87
B01858,543,4.11,3.63,25.7,47.7,43.59,89.82
B01859,387,3.94,4.93,43.3,40.7,45.49,91.32
B01860,1507,4.17,2.64,22.1,86.2,34.28,70.1
B01861,893,3.96,2.23,31.1,62.3,41.91,80.57
B01862,835,4.1,3.24,34.2,64.8,40.69,80.41
B01863,861,3.66,0.85,36.8,69.2,41.97,80.21
B01864,898,4.04,2.14,30.9,61.2,41.45,80.54
B01865,1121,3.46,2.25,23.8,77.6,38.45,78.63
B01866,939,3.73,3.6,33.0,64.1,39.97,79.26
B01867,1231,3.43,0.77,25.8,78.7,37.25,76.79
B01868,1179,3.41,2.13,44.4,74.9,37.64,73.57
B01869,949,3.66,2.42,36.7,72.3,41.02,80.55
B01870,1129,3.77,3.9,44.6,71.0,37.94,74.94
B01871,564,3.72,3.23,48.0,51.8,43.89,84.69
B01872,1438,3.39,0.71,36.9,89.6,34.91,71.03
B01873,1186,3.4,4.66,45.9,78.3,38.86,71.92
B01874,62,3.44,1.5,32.1,34.8,49.09,98.58
B01875,907,3.5,2.7,46.0,68.7,41.35,77.1
B01876,26,3.21,0.99,48.9,31.6,48.83,94.07
B01877,1779,3.32,4.62,29.5,102.7,31.87,62.1
B01878,374,3.59,3.93,41.2,46.8,46.24,91.47
B01879,725,3.89,4.21,46.6,58.0,42.16,83.21
B01880,199,3.42,3.68,41.0,40.9,48.82,94.7
B01881,1825,3.84,2.04,29.7,99.7,32.22,61.84
B01882,293,3.32,1.44,43.6,46.6,47.81,91.8
B01883,1489,3.44,1.68,42.3,89.4,35.97,66.73
B01884,379,3.84,3.49,20.2,41.3,45.64,94.86
B01885,988,4.1,4.86,21.4,65.3,40.59,79.6
B01886,317,3.36,1.06,28.6,39.3,46.69,92.34
B01887,1692,4.05,3.45,24.6,101.1,33.96,66.34
B01888,685,3.38,0.78,35.3,56.1,42.25,84.93
B01889,1794,3.58,3.07,26.6,104.0,32.4,62.01
B01890,338,3.65,3.25,42.0,46.6,46.78,89.83
B01891,1859,3.77,1.86,42.4,101.2,30.7,59.62
B01892,887,3.21,2.82,34.0,62.2,40.85,81.79
B01893,540,3.39,2.28,20.7,53.7,45.06,89.57
B01894,192,4.09,3.79,33.8,34.5,47.38,93.78
B01895,54,3.75,3.82,22.2,34.0,49.71,100.0
B01896,791,4.03,2.77,45.4,60.4,42.92,82.9
B01897,575,3.89,3.35,47.4,51.7,44.01,83.87
B01898,640,3.71,2.02,38.3,52.5,43.28,84.9
B01899,159,3.59,2.71,43.9,31.5,48.63,95.4
B01900,977,3.63,3.28,38.1,66.4,40.29,80.24
B01901,1111,3.28,3.65,36.7,73.5,38.79,75.94
B01902,1771,3.4,3.52,37.3,101.8,31.86,62.26
B01903,1098,3.41,1.21,24.4,76.5,39.98,77.86
B01904,946,3.51,3.1,49.3,70.8,40.27,78.03
B01905,399,3.35,4.45,36.4,44.9,46.18,89.71
B01906,1160,4.14,4.33,28.5,75.5,38.98,76.41
B01907,711,3.66,3.11,30.0,56.1,42.98,85.29
B01908,1635,3.83,2.85,45.6,97.0,34.12,65.58
B01909,1008,3.8,0.86,44.6,74.2,39.13,76.75
B01910,933,3.92,2.15,37.7,66.8,41.49,78.15
B01911,1094,3.64,0.73,23.7,71.9,39.8,78.84
B01912,1409,3.35,1.39,22.7,89.0,36.16,70.54
B01913,109,3.8,4.52,27.1,31.2,48.18,98.19
B01914,1100,3.69,4.75,44.3,76.9,39.46,76.63
B01915,1678,3.94,1.89,29.2,92.6,33.93,66.49
B01916,1354,3.32,2.68,32.0,85.7,35.66,71.94
B01917,308,3.96,4.12,40.4,40.6,46.73,91.92
B01918,1608,3.52,3.66,26.6,92.4,33.08,67.73
B01919,1645,3.31,3.92,34.4,91.7,33.08,67.42
B01920,488,4.07,2.93,41.6,44.8,46.07,85.83
B01921,1398,3.73,4.85,26.8,84.8,35.19,73.1
B01922,1167,3.45,2.25,42.4,75.6,37.74,75.57
B01923,632,3.21,3.61,24.3,58.7,42.7,86.26
B01924,608,3.61,1.71,40.5,56.7,43.24,85.83
B01925,341,4.03,1.19,28.9,41.7,47.06,93.57
B01926,547,4.08,1.17,45.6,56.3,44.24,85.83
B01927,1309,3.21,2.0,24.9,79.7,36.56,73.91
B01928,63,3.39,3.09,46.1,36.5,48.46,96.87
B01929,579,3.6,0.94,20.7,50.5,43.49,87.15
B01930,1228,3.8,2.12,27.7,79.7,38.72,73.27
B01931,47,3.77,1.73,49.0,31.0,49.48,94.65
B01932,1970,4.01,2.68,38.9,110.7,30.1,59.22
B01933,1061,4.15,1.89,37.9,71.0,39.67,78.42
B01934,1233,3.66,4.47,32.0,77.2,38.39,73.53
B01935,820,4.01,4.12,31.0,58.7,41.41,83.46
B01936,276,3.42,3.23,28.5,45.2,47.79,94.12
B01937,746,4.05,0.87,43.4,58.5,43.53,80.64
B01938,29,3.43,3.93,41.8,35.7,49.91,96.53
B01939,359,4.18,2.6,24.2,44.9,46.13,91.1
B01940,1012,3.84,4.96,28.8,71.6,40.85,80.56
B01941,219,3.55,4.59,45.0,37.7,47.59,92.43
B01942,1020,3.73,3.9,43.4,72.4,40.79,76.6
B01943,72,3.82,3.6,23.3,29.2,48.64,97.44
B01944,741,4.13,2.52,24.3,62.3,42.72,86.44
B01945,1030,3.99,3.61,26.7,75.5,38.89,79.23
B01946,280,3.93,0.82,30.9,44.6,47.51,94.43
B01947,1435,4.05,3.89,36.4,90.5,36.53,68.27
B01948,406,3.78,0.52,29.6,47.0,45.05,92.1
B01949,1488,3.39,1.84,27.5,92.3,34.46,70.18
B01950,1725,3.54,4.62,23.4,95.5,33.14,66.57
B01951,679,3.29,3.88,31.6,52.6,43.01,85.07
B01952,177,3.42,1.59,29.5,38.2,48.2,94.51
B01953,665,3.86,3.76,35.3,56.9,43.53,85.06
B01954,665,3.67,1.49,30.1,55.9,43.72,86.15
B01955,1202,4.05,3.6,34.3,77.1,37.03,73.89
B01956,1130,3.31,1.01,40.5,73.6,38.66,76.24
B01957,85,4.02,4.67,30.3,31.0,48.94,98.22
B01958,650,3.74,1.34,49.1,55.2,44.28,82.42
B01959,1019,4.19,3.35,28.3,67.3,40.53,79.54
B01960,1657,3.73,1.45,26.7,97.2,33.56,65.47
B01961,218,3.96,2.16,20.0,40.7,47.09,97.82
B01962,1954,4.12,2.47,32.8,113.1,30.07,59.48
B01963,1291,4.15,1.17,39.8,80.0,37.82,71.51
B01964,1370,3.98,2.88,25.6,86.6,36.55,70.83
B01965,1918,3.37,4.07,25.3,109.0,31.43,60.85
B01966,1067,3.98,0.71,47.0,69.4,38.44,75.4
B01967,1314,3.87,3.04,49.3,79.9,37.43,68.37
B01968,101,4.02,4.93,27.3,33.6,48.56,99.27
B01969,220,3.84,1.85,41.9,42.2,48.49,92.85
B01970,1476,3.49,3.81,29.3,89.3,35.29,68.51
B01971,1462,4.11,4.42,37.0,89.9,35.5,69.63
B01972,542,3.7,3.73,48.6,54.9,44.28,86.75
B01973,1709,4.12,3.91,45.6,101.3,33.84,62.27
B01974,753,3.48,3.36,36.5,58.9,41.99,83.09
B01975,992,3.42,4.25,21.4,71.4,40.91,79.56
B01976,1238,3.52,1.44,32.4,83.1,38.42,73.98
B01977,13,3.94,2.92,32.1,31.3,50.13,98.76
B01978,613,3.4,0.7,23.1,51.6,44.59,86.71
B01979,1749,3.51,2.19,20.8,99.7,31.98,67.29
B01980,1802,3.86,1.4,25.9,103.8,31.37,62.2
B01981,1572,3.39,4.48,27.0,96.1,33.38,69.54
B01982,903,3.2,4.72,33.5,66.0,40.14,81.33
B01983,599,3.55,3.83,23.4,52.6,43.76,89.48
